verse_key,translation
20:55,dari tanah cipta kepada kembali sana keluar
20:56,sungguh fir aun besar dusta enggan terima benar
20:57,fir aun engkau usir negeri sihir musa
20:58,sihir kepada buat janji temu engkau salah engkau buka
20:59,musa janji temu raya kumpul pagi duha
20:60,fir aun tinggal atur tipu daya tentu
20:61,musa sihir celaka dusta allah binasa sungguh rugi orang dusta
20:62,urus rahasia cakap
20:63,sihir sungguh orang sihir usir fir aun negeri sihir dua lenyap adat biasa utama
20:64,kumpul tipu daya sihir datang bar sungguh untung orang menang
20:65,musa engkau lempar lempar
20:66,musa sila lempar bayang musa rayap cepat sihir
20:67,musa takut hati
20:68,firman takut sungguh engkau unggul menang
20:69,lempar tangan kanan niscaya tel tipu daya sihir belaka menang sihir
20:70,sihir runduk sujud seraya percaya tuhan harun musa
20:71,fir aun iman musa izin kepada sungguh pimpin ajar sihir kepada sungguh potong tangan kaki silang sungguh salib pangkal pohon kurma sungguh pedih kekal siksa
20:72,sihir pilih tunduk kepada nyata mukjizat allah cipta putus engkau putus sungguh engkau putus hidup dunia
20:73,iman tuhan ampun sihir engkau paksa allah kekal
20:74,sungguh barang tuhan dosa sungguh bagi neraka jahanam mati rasa azab dalam hidup tobat
20:75,barang iman kebaji orang oleh derajat mulia
20:76,adn alir bawah kekal dalam balas orang suci
20:77,sungguh wahyu musa pergi bani israil malam pukul buat jalan kering laut engkau takut susul khawatir tenggelam
20:78,fir aun bala tentara kejar gulung ombak laut tenggelam
20:79,fir aun sesat kaum tunjuk
20:80,bani israil sungguh selamat musuh ada janji munajat belah kanan gunung gunung sai turun mann salwa
20:81,makan rezeki kepada lampau batas sebab timpa barangsiapa timpa sungguh binasa
20:82,sungguh maha kam tobat iman buat kebaji tunjuk
20:83,engkau cepat kaum musa
20:84,musa susul segera ya tuhan engkau rida kepada
20:85,allah firman sungguh uji kaum engkau tinggal sesat samir
20:86,musa kaum marah sedih hati musa kaum tuhan janji kepada janji janji bagi murka tuhan timpa langgar janji
20:87,langgar janji mau bawa beban berat hias kaum fir aun lempar api samir lempar
20:88,lubang api samir keluar patung anak sapi tubuh suara tuhan tuhan musa musa lupa
20:89,perhati patung anak sapi kuasa tolak mudarat manfaat
20:90,sungguh harun kaum sungguh dar coba patung anak sapi sungguh tuhan allah maha asih ikut taat perintah
20:91,tinggal sembah patung anak sapi musa
20:92,musa harun halang engkau sesat
20:93,engkau ikut engkau sengaja langgar perintah
20:94,harun putra ibu engkau pegang janggut kepala sungguh khawatir engkau kepada engkau pecah belah bani israil engkau pelihara amanat
20:95,musa dorong buat samir
20:96,samir tahu ambil genggam tanah jejak rasul lempar api nafsu bujuk
20:97,musa pergi kau sungguh hidup dunia engkau sentuh engkau hukum janji akhirat engkau hindar lihat tuhan engkau sembah bakar sungguh hambur abu laut sera
20:98,sungguh tuhan allah tuhan liput
20:99,kisah kepada muhammad kisah umat sungguh kepada ingat sisi
20:100,barangsiapa paling dari sungguh pikul beban berat dosa kiamat
20:101,kekal sungguh buruk beban dosa kiamat
20:102,kiamat sangkakala tiup kali kumpul dosa wajah biru muram
20:103,bisik tinggal dunia puluh
20:104,orang lurus jalan tinggal dunia hari
20:105,kepada muhammad tuhan hancur kiamat
20:106,jadi bekas
20:107,rendah
20:108,ikut panggil seru malaikat ban suara tunduk rendah tuhan maha asih dengar
20:109,guna syafaat tolong kecuali orang izin tuhan maha asih rida kata
20:110,allah hadap ilmu liput
20:111,wajah tunduk hadap allah hidup diri sungguh rugi orang zalim
20:112,barang kebaji iman khawatir laku zalim khawatir kurang hak
20:113,turun bahasa arab dalam ancam takwa ajar
20:114,mahatinggi allah raja engkau muhammad baca selesai wahyu kepada ya tuhan tambah ilmu kepada
20:115,sungguh pesan adam lupa dapat mau kuat
20:116,ingat firman malaikat sujud adam sujud kecuali iblis tolak
20:117,firman adam sungguh iblis musuh bagi istri keluar dua surga celaka
20:118,sungguh jamin untuk engkau lapar telanjang
20:119,sungguh engkau dahaga timpa panas matahari
20:120,setan bisik pikir jahat adam mau tunjuk kepada pohon abadi khuldi raja binasa
20:121,makan tampak aurat tutup surga durhaka adam tuhan sesat
20:122,tuhan pilih terima tobat beri tunjuk
20:123,allah firman turun dua surga musuh kepada tunjuk tahu barang ikut sesat celaka
20:124,barang paling sungguh jalan hidup sempit kumpul kiamat buta
20:125,ya tuhan engkau kumpul buta
20:126,allah firman kepada abai abai
20:127,balas orang lampau batas percaya tuhan sungguh azab akhirat berat kekal
20:128,tunjuk musyrik generasi binasa lewat tinggal sungguh kuasa allah akal
20:129,tetap tuhan batas tentu ajal siksa timpa
20:130,sabar engkau muhammad tasbih puji tuhan matahari terbit benam tasbih malam ujung siang engkau tenang
20:131,engkau tuju pandang mata nikmat golong bunga hidup dunia uji senang karunia tuhan kekal
20:132,perintah keluarga laksana salat sabar kerja rezeki kepada rezeki kepada akibat akhirat orang takwa
20:133,bawa tanda bukti tuhan bukti nyata
20:134,binasa siksa turun ya tuhan engkau utus rasul ikut hina rendah
20:135,muhammad nanti oleh kelak tempuh jalan lurus tunjuk
21:1,manusia hitung amal lalai dunia paling akhirat
21:2,turun tuhan dengar
21:3,hati lalai zalim rahasia bicara orang muhammad manusia terima sihir saksi
21:4,muhammad tuhan kata langit bumi maha dengar maha
21:5,buah kacau hasil rekayasa muhammad sair coba datang tanda bukti hal utus
21:6,duduk negeri binasa iman kirim bukti iman
21:7,utus engkau muhammad orang wahyu tanya orang beril
21:8,jadi tubuh makan makan hidup kekal
21:9,tepat janji janji selamat hendak binasa lampau batas
21:10,sungguh turun kepada kitab dalam ingat bagi erti
21:11,duduk negeri zalim binasa jadi generasi ganti
21:12,rasa azab lari negeri
21:13,lari kembali senang hidup diam
21:14,betapa celaka sungguh zalim
21:15,keluh panjang jadi tanam tuai hidup
21:16,cipta langit bumi
21:17,anda main istri anak buat sisi buat
21:18,lempar hak benar batil hak hancur batil lenyap celaka sifat allah
21:19,langit bumi angkuh letih
21:20,tasbih malam siang
21:21,ambil bumi hidup mati
21:22,anda langit bumi allah binasa mahasuci allah milik arsy sifat
21:23,allah
21:24,ambil muhammad muka ingat orang sama ingat orang banyak hak benar paling
21:25,utus rasul engkau muhammad wahyu tuhan hak sembah sembah
21:26,tuhan maha asih jadi malaikat mahasuci malaikat mulia
21:27,bicara
21:28,allah hadap malaikat syafaat orang rida allah takut
21:29,barangsiapa sungguh tuhan allah orang balas jahanam balas zalim
21:30,kafir langit bumi dahulu satu pisah jadi hidup asal air iman
21:31,jadi bumi kokoh guncang jadi luas tunjuk
21:32,jadi langit atap pelihara paling besar allah matahari angin awan
21:33,cipta malam siang matahari edar garis edar
21:34,jadi hidup abadi manusia engkau muhammad engkau wafat kekal
21:35,nyawa rasa mati uji keburu baik coba kembali
21:36,kafir engkau muhammad laku engkau bahan ejek orang cela orang ingkar allah maha asih
21:37,manusia cipta sifat kelak lihat kepada kuasa segera
21:38,janji orang
21:39,anda orang kafir elak api neraka wajah punggung tolong segera
21:40,kiamat panik sanggup tolak tangguh
21:41,sungguh engkau muhammad turun siksa cemooh
21:42,jaga malam siang siksa allah maha asih enggan tuhan
21:43,pelihara azab sanggup tolong lindung azab
21:44,nenek moyang nikmat hidup dunia usia negeri kuasa orang kafir kurang luas negeri menang
21:45,muhammad sungguh beri ingat sesuai orang tuli dengar seru ingat
21:46,timpa azab tuhan celaka sungguh orang zalim
21:47,pasang timbang kiamat rugi berat biji sawi datang pahala hitung
21:48,sungguh musa harun furqan kitab taurat terang ajar takwa
21:49,takut azab tuhan takut tiba kiamat
21:50,ingat berkah turun ingkar
21:51,sungguh musa harun ibrahim tunjuk
21:52,ingat ibrahim ayah kaum tekun sembah
21:53,dapat nenek moyang sembah
21:54,ibrahim sungguh nenek moyang sesat nyata
21:55,engkau bawa benar engkau
21:56,ibrahim tuhan tuhan milik langit bumi cipta orang saksi
21:57,allah sungguh tipu daya pergi tinggal
21:58,ibrahim hancur kecuali besar induk
21:59,buat sungguh orang zalim
21:60,dengar pemuda cela nama ibrahim
21:61,bawa orang saksi
21:62,engkau buat ibrahim
21:63,ibrahim patung laku tanya bicara
21:64,sadar sungguh zalim
21:65,tunduk kepala engkau ibrahim bicara
21:66,ibrahim sembah allah manfaat mudarat
21:67,celaka sembah allah erti
21:68,bakar bantu buat
21:69,allah firman api dingin selamat ibrahim
21:70,buat jahat ibrahim jadi rugi
21:71,selamat ibrahim lut negeri berkah alam
21:72,anugerah ibrahim ishak yakub anugerah jadi orang saleh
21:73,jadi tunjuk perintah wahyu buat baik laksana salat tunai zakat sembah
21:74,lut hikmah ilmu selamat azab timpa duduk kota buat keji sungguh jahat fasik
21:75,masuk rahmat sungguh golong orang saleh
21:76,ingat kisah nuh doa kenan doa nya selamat ikut bencana
21:77,tolong dusta sungguh jahat tenggelam
21:78,ingat kisah dawud sulaiman putus ladang ladang rusak milik kaum saksi putus
21:79,erti sulaiman hukum hikmah ilmu tunduk tasbih dawud laku
21:80,ajar dawud baju besi untuk lindung peperangan syukur allah
21:81,tunduk sulaiman angin kencang tiup hembus perintah negeri berkah maha
21:82,tunduk sulaiman golong selam laut untuk kerja pelihara
21:83,ingat kisah ayub doa tuhan ya tuhan sungguh timpa sakit engkau tuhan maha sayang sayang
21:84,kabul doa nya lenyap sakit kembali keluarga lipat ganda rahmat ingat sembah
21:85,ingat kisah ismail idris zulkifli sabar
21:86,masuk rahmat sungguh saleh
21:87,ingat kisah zun nun yunus pergi marah sangka sulit doa gelap tuhan engkau mahasuci engkau sungguh zalim
21:88,kabul doa nya selamat duka selamat iman
21:89,ingat kisah zakaria doa tuhan ya tuhan engkau biar hidup turun engkau ahli waris baik
21:90,kabul doa nya anugerah yahya jadi istri kandung sungguh segera baik doa penuh harap cemas khusyuk
21:91,ingat kisah maryam pelihara hormat tiup roh tubuh nya jadi anak tanda besar allah alam
21:92,sungguh agama tauhid agama agama tuhan sembah
21:93,pecah belah urus agama golong
21:94,barangsiapa kebaji iman usaha ingkar sungguh catat untuk
21:95,duduk negeri binasa
21:96,tembok yakjuj makjuj buka turun cepat
21:97,janji bangkit mata kafir belalak alangkah celaka lengah orang zalim
21:98,sungguh orang kafir sembah allah bahan bakar jahanam masuk dalam
21:99,anda tuhan masuk neraka kekal dalam
21:100,rintih jerit dalam neraka dalam dengar
21:101,sungguh tetap jauh neraka
21:102,dengar bunyi desis api neraka kekal nikmat ingin
21:103,kejut dahsyat sedih malaikat sambut ucap hari janji kepada
21:104,ingat langit gulung gulung kertas cipta ulang janji tepat sungguh laksana
21:105,sungguh tulis zabur tulis lauh mahfuzh bumi waris saleh
21:106,sungguh tunjuk lengkap sembah allah
21:107,utus engkau muhammad rahmat alam
21:108,muhammad sungguh wahyu kepada tuhan tuhan esa serah
21:109,paling muhammad kepada ajar ancam kepada
21:110,sungguh allah kata ucap rahasia
21:111,coba senang tentu
21:112,muhammad ya tuhan ilah putus adil tuhan maha asih mohon tolong
22:1,manusia takwa tuhan sungguh guncang kiamat jadi
22:2,ingat goncangan perempuan susu anak lalai anak susu perempuan hamil gugur kandung manusia mabuk mabuk azab allah keras
22:3,manusia bantah allah ilmu ikut setan jahat
22:4,setan tetap kawan sesat bawa azab neraka
22:5,manusia ragu bangkit sungguh jadi tanah tetes mani gumpal darah gumpal daging sempurna jadi sempurna tetap rahim hendak tentu keluar bayi usia dewasa wafat kembali usia tua pikun lihat bumi kering turun air hujan atas hidup bumi subur tumbuh jenis pasang tetumbuhan indah
22:6,sungguh allah hak sungguh hidup mati sungguh mahakuasa
22:7,sungguh kiamat ragu sungguh allah bangkit kubur
22:8,manusia bantah allah ilmu tunjuk kitab wahyu terang
22:9,maling lambung congkak sesat manusia jalan allah hina dunia kiamat azab neraka bakar
22:10,buat tangan allah zalim
22:11,manusia sembah allah tepi oleh kebaji puas timpa coba balik rugi dunia akhirat rugi nyata
22:12,seru allah bencana manfaat sesat
22:13,seru bencana manfaat sungguh tolong kawan
22:14,sungguh allah masuk iman kebaji alir bawah sungguh allah buat hendak
22:15,barangsiapa sangka allah tolong muhammad dunia akhirat rentang tali gantung pikir tipu daya lenyap sakit hati
22:16,turun nyata sungguh allah tunjuk hendak
22:17,sungguh iman orang yahudi orang sabiin orang nasrani orang majusi orang musyrik allah putus kiamat sungguh allah saksi
22:18,engkau langit bumi sujud allah matahari bintang lata manusia manusia azab barangsiapa hina allah mulia sungguh allah buat hendak
22:19,golong golong mukmin kafir tengkar tengkar tuhan orang kafir buat api neraka kepala siram air didih
22:20,air didih dihancurluluhkan perut kulit
22:21,azab besi
22:22,kali dari neraka siksa kembali dalam rasa azab bakar
22:23,sungguh allah masuk iman kebaji alir bawah hias emas mutiara pakai sutera
22:24,tunjuk tunjuk jalan allah puji
22:25,sungguh kafir halang manusia jalan allah masjidilharam jadi buka manusia mukim jahat zalim dalam niscaya rasa siksa pedih
22:26,ingat tempat ibrahim baitullah engkau sekutu suci tawaf orang ibadah orang rukuk sujud
22:27,seru manusia haji niscaya kepada jalan kaki kendara unta kurus segenap penjuru
22:28,saksi manfaat sebut nama allah tentu rezeki hewan ternak makan dari beri makan sengsara fakir
22:29,hilang kotor badan sempurna tawaf keliling rumah tua baitullah
22:30,perintah allah barang agung hormat sisi allah hurumat bagi sisi tuhan halal hewan ternak kecuali terang kepada haram jauh oleh sembah najis jauh kata dusta
22:31,ibadah ikhlas allah barangsiapa sekutu allah jatuh langit sambar burung terbang angin
22:32,perintah allah barangsiapa agung allah sungguh timbul takwa hati
22:33,hewan hadyu manfaat tentu sembelih baitul atiq baitullah
22:34,umat syariat sembelih kurban sebut nama allah rezeki karunia allah hewan ternak tuhan tuhan maha esa berserahdirilah sampai muhammad kabar gembira tunduk patuh allah
22:35,nama allah hati getar orang sabar timpa orang laksana salat orang infak rezeki karunia
22:36,jadi syiar agama allah oleh baik nama allah sembelih diri ikat rebah mati makan bagi ilah makan orang orang tunduk untuk syukur
22:37,daging hewan kurban darah allah takwa tunduk agung allah tunjuk kepada sampai kabar gembira buat
22:38,sungguh allah bela orang iman sungguh allah suka orang khianat kufur nikmat
22:39,izin perang rang sungguh zalim allah mahakuasa tolong
22:40,usir kampung halaman alas tuhan anda allah tolak ganas manusia roboh nasrani ibadah orang yahudi dalam nama allah allah tolong orang tolong agama sungguh allah mahakuat mahaperkasa
22:41,duduk bumi laksana salat tunai zakat suruh buat makruf cegah mungkar urus
22:42,musyrik dusta engkau muhammad pula kaum nuh ad samud dusta
22:43,kaum ibrahim kaum lut
22:44,duduk madyan musa dusta tenggang kafir siksa betapa hebat
22:45,betapa negeri binasa duduk nya zalim runtuh betapa sumur tinggal istana hun
22:46,pernah jalan bumi hati akal paham telinga dengar mata buta buta hati dada
22:47,kepada muhammad azab segera allah salah sungguh hari sisi tuhan ribu hitung
22:48,negeri tangguh hancur nya duduk buat zalim azab
22:49,muhammad manusia sungguh utus kepada beri ingat nyata
22:50,iman kebaji oleh ampun rezeki mulia
22:51,usaha tentang maksud lemah mau iman neraka jahim
22:52,utus rasul nabi engkau muhammad setan masuk ingin allah hilang masuk setan allah kuat allah maha mahabijaksana
22:53,allah jadi goda timbul setan coba hati sakit orang hati keras zalim
22:54,ilmu tuhan iman hati tunduk sungguh allah beri tunjuk iman jalan lurus
22:55,kafir senantiasa ragu mati azab kiamat
22:56,kuasa allah putus iman kebaji penuh nikmat
22:57,kafir rasa azab
22:58,hijrah jalan allah bunuh mati sungguh allah rezeki surga sungguh allah beri rezeki baik
22:59,sungguh allah masuk masuk surga suka sungguh allah maha maha santun
22:60,barangsiapa balas imbang zalim aniaya derita zalim allah tolong sungguh allah maha maaf maha kam
22:61,allah kuasa masuk malam siang masuk siang malam sungguh allah maha dengar maha
22:62,besar allah allah tuhan hak seru batil sungguh allah mahatinggi mahabesar
22:63,engkau perhati allah turun air hujan langit bumi hijau sungguh allah mahahalus maha
22:64,langit bumi allah mahakaya maha puji
22:65,engkau perhati allah tunduk bagi manusia bumi kapal layar laut tahan langit jatuh bumi sungguh allah maha asih maha sayang manusia
22:66,hidup mati hidup bangkit sungguh manusia kufur nikmat
22:67,umat tetap syariat amal bantah engkau urus syariat seru tuhan sungguh engkau muhammad jalan lurus
22:68,ban engkau allah kerja
22:69,allah adil kiamat selisih
22:70,engkau allah langit bumi sungguh kitab lauh mahfuzh sungguh mudah allah
22:71,sembah allah dasar tahu zalim tolong
22:72,baca hadap terang niscaya engkau ingkar wajah kafir serang baca muhammad kabar buruk neraka allah ancam neraka kafir neraka
22:73,manusia umpama dengar sungguh seru allah cipta ekor lalat satu cipta lalat rampas rebut lalat lemah sembah sembah
22:74,agung allah sungguh allah mahakuat mahaperkasa
22:75,allah pilih utus malaikat manusia sungguh allah maha dengar maha
22:76,allah hadap allah kembali urus
22:77,iman rukuk sujud sembah tuhan buat baik untung
22:78,jihad jalan allah jihad pilih jadi sukar untuk agama ikut agama nenek moyang ibrahim allah nama muslim rasul muhammad saksi diri saksi segenap manusia laksana salat tunai zakat berpegangteguhlah allah lindung lindung tolong
23:1,sungguh untung iman
23:2,orang khusyuk salat
23:3,orang jauh buat kata guna
23:4,orang tunai zakat
23:5,orang pelihara malu
23:6,kecuali hamba sahaya milik sungguh cela
23:7,barang cari zina lampau batas
23:8,sungguh untung orang pelihara janji
23:9,orang pelihara salat
23:10,orang waris
23:11,waris surga firdaus kekal dalam
23:12,sungguh cipta manusia saripati asal tanah
23:13,jadi air mani simpan kokoh rahim
23:14,air mani jadi lekat lekat jadi gumpal daging gumpal daging jadi tulang belulang tulang belulang bungkus daging jadi makhluk bentuk mahasuci allah cipta
23:15,sungguh mati
23:16,sungguh bangkit kubur kiamat
23:17,sungguh cipta tujuh lapis langit lengah cipta
23:18,turun air langit ukur jadi air tetap bumi kuasa lenyap
23:19,air tumbuh untuk kurma anggur oleh makan
23:20,tumbuh pohon zaitun tumbuh gunung sai hasil minyak bahan bangkit selera makan
23:21,sungguh ternak ajar bagi minum air susu perut manfaat untuk dari makan
23:22,atas ternak angkut
23:23,sungguh utus nuh kaum kaum sembah allah tuhan hak sembah bagi takwa
23:24,kata muka orang kafir kaum orang manusia orang mulia anda allah utus malaikat dengar seru nenek moyang
23:25,gila tunggu sabar tentu
23:26,nuh doa ya tuhan tolong dusta
23:27,wahyu buat kapal awas tunjuk perintah tanur dapur pancar air masuk kapal jenis keluarga kecuali orang tetap timpa siksa engkau bicara zalim sungguh tenggelam
23:28,engkau sama kapal ucap puji allah selamat zalim
23:29,doa ya tuhan tempat kah engkau beri
23:30,sungguh jadi besar allah sungguh timpa siksa kaum nuh
23:31,cipta umat kaum ad
23:32,utus rasul kalang sembah allah tuhan hak sembah bagi takwa
23:33,kata muka orang kafir kaum dusta temu akhirat mewah senang hidup dunia orang manusia makan makan minum minum
23:34,sungguh taat manusia niscaya rugi
23:35,ada janji mati tanah tulang belulang sungguh keluar kubur
23:36,benar ancam
23:37,hidup hidup dunia sana mati hidup bangkit
23:38,bohong allah percaya
23:39,hud doa ya tuhan tolong dusta
23:40,allah firman sesal
23:41,musnah suara guntur jadi sampah bawa banjir binasa zalim
23:42,cipta
23:43,umat segera ajal tangguh
23:44,utus kali rasul umat dusta silihgantikan binasa jadi bahan cerita manusia binasa kaum iman
23:45,utus musa saudara harun bawa besar bukti nyata
23:46,fir aun muka kaum angkuh kaum sombong
23:47,percaya orang manusia kaum bani israil hamba
23:48,dusta orang binasa
23:49,sungguh anugerah musa kitab taurat bani israil tunjuk
23:50,jadi isa putra maryam ibu bukti nyata besar lindung datar tenang rindang mata air alir
23:51,allah firman rasul makan makan kerja kebaji sungguh maha kerja
23:52,sungguh agama tauhid agama agama tuhan takwa
23:53,pecah belah urus agama nya golong golong bangga
23:54,biar sesat tentu
23:55,harta
23:56,sadar
23:57,sungguh takut azab tuhan
23:58,iman kuasa tuhan
23:59,sekutu tuhan
23:60,sedekah hati penuh takut sungguh tuhan
23:61,segera oleh
23:62,beban sanggup catat zalim rugi
23:63,hati kafir sesat paham biasa buruk kerja
23:64,timpa siksa hidup tolong
23:65,tolong sungguh tolong
23:66,sungguh baca paling
23:67,sombong keji malam
23:68,hayati firman allah ada nenek moyang
23:69,kenal rasul muhammad ingkar
23:70,orang muhammad bawa benar banyak benci benar
23:71,anda benar turut binasa langit bumi dalam ingat paling ingat
23:72,engkau muhammad imbal imbal tuhan beri rezeki baik
23:73,sungguh engkau seru jalan lurus
23:74,sungguh iman akhirat simpang jalan lurus
23:75,anda kasihan lenyap malapetaka timpa sesat
23:76,sungguh timpa siksa tunduk tuhan rendah
23:77,buka pintu azab keras putus asa
23:78,cipta bagi dengar lihat hati nurani syukur
23:79,cipta mengembangbiakkan bumi kumpul
23:80,hidup mati atur ganti malam siang erti
23:81,kata
23:82,mati tanah tulang belulang bangkit
23:83,sungguh janji nenek moyang dongeng
23:84,muhammad milik bumi dalam
23:85,milik
23:86,tuhan milik langit tujuh milik arsy agung
23:87,milik takwa
23:88,kuasa lindung lindung
23:89,milik tipu
23:90,bawa benar dusta
23:91,allah anak tuhan tuhan tuhan bawa makhluk cipta kalah mahasuci allah sifat
23:92,tuhan gaib mahatinggi allah sekutu
23:93,muhammad ya tuhan anda engkau kepada azab ancam
23:94,ya tuhan engkau jadi golong zalim
23:95,sungguh kuasa kepada muhammad ancam
23:96,tolak buat buruk sifat allah
23:97,ya tuhan lindung engkau setan
23:98,lindung engkau ya tuhan dekat
23:99,kafir mati ya tuhan kembali dunia
23:100,buat kebaji sungguh dalih hadap barzakh bangkit
23:101,sangkakala tiup tali keluarga kiamat
23:102,barangsiapa berat timbang baik nya untung
23:103,barang ringan timbang baik nya rugi kekal neraka jahanam
23:104,wajah bakar api neraka neraka muram bibir cacat
23:105,baca kepada dusta
23:106,ya tuhan asai jahat sesat
23:107,ya tuhan keluar dari kembali dunia kafir sungguh zalim
23:108,allah firman tinggal hina dalam bicara
23:109,sungguh golong doa ya tuhan iman ampun ilah rahmat engkau beri rahmat baik
23:110,jadi buah ejek lupa tertawa
23:111,sungguh balas sabar sungguh oleh menang
23:112,allah firman tahun tinggal bumi
23:113,tinggal bumi hari tanya hitung
23:114,allah firman tinggal bumi sebentar
23:115,cipta maksud kembali
23:116,mahatinggi allah raja tuhan hak sembah tuhan milik arsy mulia
23:117,barang sembah tuhan allah bukti bagi hitung tuhan sungguh kafir untung
23:118,muhammad ya tuhan ilah ampun ilah rahmat engkau beri rahmat baik
24:1,surah turun wajib jalan nya turun dalam besar allah
24:2,zina perempuan zina dera ratus kali belas kasihan cegah jalan agama hukum allah iman allah laksana hukum saksi iman
24:3,zina meni kecuali zina perempuan perempuan musyrik zina perempuan meni kecuali zina musyrik haram mukmin
24:4,tuduh zina orang saksi dera delapan puluh kali terima saksi fasik
24:5,kecuali tobat baik sungguh allah maha kam maha sayang
24:6,tuduh istri zina saksi orang kali sumpah nama allah sungguh orang
24:7,sumpah laknat allah timpa orang dusta
24:8,istri hindar hukum sumpah kali nama allah suami dusta
24:9,sumpah murka allah timpa istri suami orang
24:10,anda karunia allah kepada niscaya temu sulit sungguh allah maha terima tobat mahabijaksana
24:11,sungguh bawa berita bohong golong berita buruk orang balas dosa barangsiapa ambil besar dosa azab
24:12,mukmin mukminat baik sangka dengar berita bohong berita bohong nyata
24:13,tuduh bawa saksi bawa pandang allah dusta
24:14,anda karunia allah kepada dunia akhirat niscaya timpa azab sebab bicara berita bohong
24:15,ingat terima berita bohong mulut mulut mulut tahu anggap remeh pandang allah
24:16,dengar bicara mahasuci engkau bohong
24:17,allah ingat ulang orang iman
24:18,allah allah maha mahabijaksana
24:19,sungguh buat keji berita bohong siar kalang iman azab pedih dunia akhirat allah
24:20,karunia allah kepada niscaya timpa azab sungguh allah maha santun sayang
24:21,iman ikut setan barangsiapa ikut setan sungguh setan suruh buat keji mungkar karunia allah kepada niscaya bersih buat keji mungkar allah bersih hendak allah maha dengar maha
24:22,lebih lapang sumpah bantu kerabat nya miskin hijrah jalan allah maaf lapang dada suka allah ampun allah maha kam maha sayang
24:23,sungguh tuduh lengah iman tuduh zina laknat dunia akhirat azab
24:24,lidah tangan kaki saksi kerja
24:25,allah sempurna balas allah maha
24:26,keji keji keji keji bersih tuduh orang oleh ampun rezeki mulia surga
24:27,iman pasuk rumah rumah izin salam hun bagi
24:28,temu dalam masuk izin kepada kembali suci bagi allah maha kerja
24:29,dosa atas pasuk rumah huni dalam penting allah nyata sembunyi
24:30,iman jaga pandang pelihara malu suci sungguh allah maha buat
24:31,perempuan iman jaga pandang pelihara malu tampak hias aurat kecuali tutup kain kerudung dada tampak hias aurat kecuali suami ayah ayah suami suami saudara saudara perempuan perempuan islam hamba sahaya milik layan tua perempuan erti aurat perempuan menghentakkan kaki hias sembunyi tobat allah iman untung
24:32,nikah bujang layak meni sahaya perempuan miskin allah mampu allah mahaluas maha
24:33,meni jaga suci nya allah mampu hamba sahaya milik janji bebas janji baik beri harta allah kepada paksa hamba sahaya perempuan lacur suci cari untung hidup duniawi barangsiapa paksa sungguh allah maha kam maha sayang paksa
24:34,sungguh turun jelas ajar takwa
24:35,allah beri cahaya langit bumi umpama lubang tembus dalam pelita pelita tabung kaca tabung kaca bintang kilau nyala minyak pohon kah pohon zaitun tumbuh timur barat minyak rang sentuh api cahaya cahaya allah tunjuk orang hendak allah manusia allah maha
24:36,cahaya perintah allah mulia sebut tasbih suci pagi petang
24:37,orang lalai dagang jual beli allah laksana salat tunai zakat takut hati lihat guncang kiamat
24:38,allah balas kerja tambah allah rezeki hendak batas
24:39,kafir amal buat fatamorgana tanah datar sangka air dahaga air datang dapat tetap allah bagi allah hitung sempurna allah cepat
24:40,kafir gelap gulita laut liput gelombang gelombang atas awan gelap gelap gulita keluar tangan barangsiapa cahaya tunjuk allah cahaya
24:41,engkau muhammad tasbih langit bumi burung kembang sayap sungguh doa tasbih allah maha kerja
24:42,milik raja langit bumi makhluk
24:43,engkau allah jadi awan gerak perlahan kumpul jadi engkau lihat hujan turun es langit awan es hendak hendak kilau kilat hilang lihat
24:44,allah ganti malam siang sungguh ajar lihat tajam
24:45,allah cipta jenis hewan air jalan perut jalan kaki jalan kaki allah cipta hendak sungguh allah mahakuasa
24:46,sungguh turun jelas allah tunjuk hendak jalan lurus
24:47,munafik iman allah rasul muhammad taat paling iman
24:48,ajak allah rasul putus perkara tolak
24:49,benar rasul patuh
24:50,ketidakhadiran hati sakit takut allah laku zalim zalim
24:51,ucap mukmin ajak allah rasul putus perkara dengar untung
24:52,barangsiapa taat allah takut allah takwa menang
24:53,sumpah nama allah sumpah engkau suruh perang pergi muhammad sumpah taat sungguh allah mahateliti kerja
24:54,taat allah taat rasul paling sungguh wajib rasul muhammad beban wajib beban kepada taat niscaya tunjuk wajib rasul amanat allah
24:55,allah janji iman kebaji sungguh jadi kuasa bumi jadi kuasa sungguh teguh agama rida ubah takut aman sentosa barangsiapa kafir janji fasik
24:56,laksana salat tunai zakat taat rasul muhammad rahmat
24:57,engkau kafir luput siksa allah bumi akhirat neraka
24:58,iman hamba sahaya perempuan milik balig dewasa izin kali sempat salat subuh tanggal pakai mu salat isya aurat dosa bagi masuk layan allah kepada allah maha mahabijaksana
24:59,umur dewasa izin dewasa izin allah kepada allah maha mahabijaksana
24:60,perempuan tua henti haid kandung meni dosa tanggal pakai tampak hias pelihara hormat allah maha dengar maha
24:61,halang orang buta orang pincang orang sakit diri makan rumah rumah rumah rumah rumah perempuan rumah bapak rumah bapak perempuan rumah ibu rumah ibu perempuan rumah milik kunci rumah halang makan pasuk salam hun salam diri salam penuh berkah sisi allah allah bagi erti
24:62,orang mukmin orang iman allah muhammad muhammad urus tinggal rasulullah izin sungguh izin kepada muhammad iman allah izin kepada perlu ilah izin engkau hendak mohon ampun allah sungguh allah maha kam maha sayang
